timestamp,humidity,pm_10,pm_2_5,temperature,dayofweek,month,day,pm_2_5_lag_1,pm_2_5_lag_2,pm_2_5_lag_3,pm_2_5_lag_4,pm_2_5_lag_5,pm_2_5_lag_6,pm_2_5_lag_7
2023-04-07 08:00:00,69.59106445,18.06666667,16.13333333,33.67008972,4,4,7,15.8,13.65,13.76666667,13.13333333,13.59322034,17.76666667,14.63333333
2023-04-07 14:00:00,54.41477458,15.88333333,14.4,43.30415344,4,4,7,15.82758621,16.61666667,16.38333333,15.43333333,15.85,16.13333333,15.8
2023-04-07 17:00:00,51.01979574,14.11666667,12.73333333,41.36317444,4,4,7,15.75,14.36666667,14.4,15.82758621,16.61666667,16.38333333,15.43333333
2023-04-07 18:00:00,53.18603516,11.83050847,10.77966102,36.94830322,4,4,7,12.73333333,15.75,14.36666667,14.4,15.82758621,16.61666667,16.38333333
2023-04-07 19:00:00,56.43182052,11.29824561,10.05263158,33.29811498,4,4,7,10.77966102,12.73333333,15.75,14.36666667,14.4,15.82758621,16.61666667
2023-04-07 20:00:00,58.46791585,12.95,12.11666667,31.73918152,4,4,7,10.05263158,10.77966102,12.73333333,15.75,14.36666667,14.4,15.82758621
2023-04-07 21:00:00,60.4510498,16.1,14.45,30.76953125,4,4,7,12.11666667,10.05263158,10.77966102,12.73333333,15.75,14.36666667,14.4
2023-04-07 22:00:00,61.87016002,17.92982456,15.87719298,30.22881759,4,4,7,14.45,12.11666667,10.05263158,10.77966102,12.73333333,15.75,14.36666667
2023-04-07 23:00:00,63.22519938,17.1,14.96666667,29.87255859,4,4,7,15.87719298,14.45,12.11666667,10.05263158,10.77966102,12.73333333,15.75
2023-04-08 00:00:00,64.55006917,18.38333333,16.55,29.62733459,5,4,8,14.96666667,15.87719298,14.45,12.11666667,10.05263158,10.77966102,12.73333333
2023-04-08 01:00:00,65.52439372,26.48333333,23.33333333,29.42877197,5,4,8,16.55,14.96666667,15.87719298,14.45,12.11666667,10.05263158,10.77966102
2023-04-08 02:00:00,66.19028727,30.56666667,27.16666667,28.98867798,5,4,8,23.33333333,16.55,14.96666667,15.87719298,14.45,12.11666667,10.05263158
2023-04-08 03:00:00,66.84593788,28.30769231,25.76923077,28.59416081,5,4,8,27.16666667,23.33333333,16.55,14.96666667,15.87719298,14.45,12.11666667
2023-04-08 04:00:00,67.67262777,27.0,24.6,28.30856323,5,4,8,25.76923077,27.16666667,23.33333333,16.55,14.96666667,15.87719298,14.45
2023-04-08 05:00:00,68.25785319,23.81666667,21.75,28.37519836,5,4,8,24.6,25.76923077,27.16666667,23.33333333,16.55,14.96666667,15.87719298
2023-04-08 06:00:00,69.14394446,24.35087719,22.19298246,28.11288934,5,4,8,21.75,24.6,25.76923077,27.16666667,23.33333333,16.55,14.96666667
2023-04-08 07:00:00,69.77681478,44.1,37.01666667,28.16152954,5,4,8,22.19298246,21.75,24.6,25.76923077,27.16666667,23.33333333,16.55
2023-04-08 08:00:00,65.72174072,41.88333333,35.56666667,34.35742188,5,4,8,37.01666667,22.19298246,21.75,24.6,25.76923077,27.16666667,23.33333333
2023-04-08 11:00:00,57.08536784,9.116666667,8.683333333,42.63511658,5,4,8,9.716666667,18.06666667,35.56666667,37.01666667,22.19298246,21.75,24.6
2023-04-08 12:00:00,55.55348714,6.033333333,5.7,42.28985596,5,4,8,8.683333333,9.716666667,18.06666667,35.56666667,37.01666667,22.19298246,21.75
2023-04-08 13:00:00,54.84263102,5.433333333,4.983333333,41.40328979,5,4,8,5.7,8.683333333,9.716666667,18.06666667,35.56666667,37.01666667,22.19298246
2023-04-08 14:00:00,53.58683268,5.25,4.916666667,41.84103394,5,4,8,4.983333333,5.7,8.683333333,9.716666667,18.06666667,35.56666667,37.01666667
2023-04-08 17:00:00,51.63472493,2.733333333,2.433333333,39.81092834,5,4,8,2.666666667,4.483333333,4.916666667,4.983333333,5.7,8.683333333,9.716666667
2023-04-08 18:00:00,54.54477946,2.35,2.133333333,35.70707703,5,4,8,2.433333333,2.666666667,4.483333333,4.916666667,4.983333333,5.7,8.683333333
2023-04-08 19:00:00,57.5881958,2.593220339,2.084745763,32.80232239,5,4,8,2.133333333,2.433333333,2.666666667,4.483333333,4.916666667,4.983333333,5.7
2023-04-08 20:00:00,59.7475179,2.186440678,1.966101695,31.62806702,5,4,8,2.084745763,2.133333333,2.433333333,2.666666667,4.483333333,4.916666667,4.983333333
2023-04-08 21:00:00,61.11134847,3.016666667,2.466666667,31.44779968,5,4,8,1.966101695,2.084745763,2.133333333,2.433333333,2.666666667,4.483333333,4.916666667
2023-04-08 22:00:00,62.00561523,1.684210526,1.421052632,31.33181763,5,4,8,2.466666667,1.966101695,2.084745763,2.133333333,2.433333333,2.666666667,4.483333333
2023-04-08 23:00:00,62.78808594,1.766666667,1.433333333,31.23077393,5,4,8,1.421052632,2.466666667,1.966101695,2.084745763,2.133333333,2.433333333,2.666666667
2023-04-09 00:00:00,63.60534668,1.813559322,1.508474576,30.8477478,6,4,9,1.433333333,1.421052632,2.466666667,1.966101695,2.084745763,2.133333333,2.433333333
2023-04-09 01:00:00,64.86531576,3.266666667,3.016666667,29.81246948,6,4,9,1.508474576,1.433333333,1.421052632,2.466666667,1.966101695,2.084745763,2.133333333
2023-04-09 02:00:00,66.0139974,2.7,2.433333333,29.19848633,6,4,9,3.016666667,1.508474576,1.433333333,1.421052632,2.466666667,1.966101695,2.084745763
2023-04-09 03:00:00,66.94854736,3.683333333,3.25,28.91600037,6,4,9,2.433333333,3.016666667,1.508474576,1.433333333,1.421052632,2.466666667,1.966101695
2023-04-09 04:00:00,67.89398193,3.4,3.1,28.50309753,6,4,9,3.25,2.433333333,3.016666667,1.508474576,1.433333333,1.421052632,2.466666667
2023-04-09 05:00:00,68.60249837,3.237288136,2.949152542,28.50897217,6,4,9,3.1,3.25,2.433333333,3.016666667,1.508474576,1.433333333,1.421052632
2023-04-09 06:00:00,69.22468219,4.0,3.696428571,28.23409231,6,4,9,2.949152542,3.1,3.25,2.433333333,3.016666667,1.508474576,1.433333333
2023-04-09 07:00:00,69.73022461,6.133333333,5.516666667,28.35874939,6,4,9,3.696428571,2.949152542,3.1,3.25,2.433333333,3.016666667,1.508474576
2023-04-09 08:00:00,66.2600708,5.983333333,5.4,33.86781311,6,4,9,5.516666667,3.696428571,2.949152542,3.1,3.25,2.433333333,3.016666667
