timestamp,humidity,pm_2_5,temperature,dayofweek,month,day,pm_2_5_lag_1,pm_2_5_lag_2,pm_2_5_lag_3,pm_2_5_lag_4,pm_2_5_lag_5,pm_2_5_lag_6,pm_2_5_lag_7
2022-03-18 02:00:00,76.21,23.06,28.24,4,3,18,14.83,15.66,14.84,11.97,7.9,9.05,15.0
2022-03-18 03:00:00,74.98,33.68,28.09,4,3,18,23.06,14.83,15.66,14.84,11.97,7.9,9.05
2022-03-18 04:00:00,74.62,14.67,26.97,4,3,18,33.68,23.06,14.83,15.66,14.84,11.97,7.9
2022-03-18 05:00:00,72.49,21.2,26.83,4,3,18,14.67,33.68,23.06,14.83,15.66,14.84,11.97
2022-03-18 06:00:00,72.74,12.84,26.88,4,3,18,21.2,14.67,33.68,23.06,14.83,15.66,14.84
2022-03-18 07:00:00,73.67,18.38,27.11,4,3,18,12.84,21.2,14.67,33.68,23.06,14.83,15.66
2022-03-18 08:00:00,66.09,23.53,28.04,4,3,18,18.38,12.84,21.2,14.67,33.68,23.06,14.83
2022-03-18 09:00:00,62.87,19.07,28.85,4,3,18,23.53,18.38,12.84,21.2,14.67,33.68,23.06
2022-03-18 10:00:00,56.59,13.83,30.33,4,3,18,19.07,23.53,18.38,12.84,21.2,14.67,33.68
2022-03-18 11:00:00,51.44,7.28,31.6,4,3,18,13.83,19.07,23.53,18.38,12.84,21.2,14.67
2022-03-18 12:00:00,46.48,2.57,33.03,4,3,18,7.28,13.83,19.07,23.53,18.38,12.84,21.2
2022-03-18 13:00:00,42.48,3.12,34.66,4,3,18,2.57,7.28,13.83,19.07,23.53,18.38,12.84
2022-03-18 14:00:00,44.73,5.42,34.58,4,3,18,3.12,2.57,7.28,13.83,19.07,23.53,18.38
2022-03-18 15:00:00,41.04,5.54,36.18,4,3,18,5.42,3.12,2.57,7.28,13.83,19.07,23.53
2022-03-18 16:00:00,37.89,4.21,36.53,4,3,18,5.54,5.42,3.12,2.57,7.28,13.83,19.07
2022-03-18 17:00:00,36.47,4.65,36.43,4,3,18,4.21,5.54,5.42,3.12,2.57,7.28,13.83
2022-03-18 18:00:00,41.88,6.5,35.15,4,3,18,4.65,4.21,5.54,5.42,3.12,2.57,7.28
2022-03-18 19:00:00,44.27,6.09,34.28,4,3,18,6.5,4.65,4.21,5.54,5.42,3.12,2.57
2022-03-18 20:00:00,53.59,10.4,32.86,4,3,18,6.09,6.5,4.65,4.21,5.54,5.42,3.12
2022-03-18 21:00:00,59.51,10.78,31.82,4,3,18,10.4,6.09,6.5,4.65,4.21,5.54,5.42
2022-03-18 22:00:00,63.72,16.03,30.74,4,3,18,10.78,10.4,6.09,6.5,4.65,4.21,5.54
2022-03-18 23:00:00,64.13,12.56,30.82,4,3,18,16.03,10.78,10.4,6.09,6.5,4.65,4.21
2022-03-19 00:00:00,63.36,11.51,31.31,5,3,19,12.56,16.03,10.78,10.4,6.09,6.5,4.65
2022-03-19 01:00:00,66.45,13.83,30.5,5,3,19,11.51,12.56,16.03,10.78,10.4,6.09,6.5
2022-03-19 02:00:00,72.14,20.59,29.34,5,3,19,13.83,11.51,12.56,16.03,10.78,10.4,6.09
2022-03-19 03:00:00,75.1,26.98,28.55,5,3,19,20.59,13.83,11.51,12.56,16.03,10.78,10.4
2022-03-19 04:00:00,75.28,24.64,29.19,5,3,19,26.98,20.59,13.83,11.51,12.56,16.03,10.78
2022-03-19 05:00:00,76.9,25.58,28.78,5,3,19,24.64,26.98,20.59,13.83,11.51,12.56,16.03
2022-03-19 06:00:00,75.73,21.64,28.89,5,3,19,25.58,24.64,26.98,20.59,13.83,11.51,12.56
2022-03-19 07:00:00,75.33,17.6,28.19,5,3,19,21.64,25.58,24.64,26.98,20.59,13.83,11.51
2022-03-19 08:00:00,75.21,26.16,28.4,5,3,19,17.6,21.64,25.58,24.64,26.98,20.59,13.83
2022-03-19 09:00:00,67.32,11.07,29.63,5,3,19,26.16,17.6,21.64,25.58,24.64,26.98,20.59
2022-03-19 10:00:00,63.29,12.14,31.01,5,3,19,11.07,26.16,17.6,21.64,25.58,24.64,26.98
2022-03-19 11:00:00,60.06,13.28,31.97,5,3,19,12.14,11.07,26.16,17.6,21.64,25.58,24.64
2022-03-19 12:00:00,54.29,11.95,33.33,5,3,19,13.28,12.14,11.07,26.16,17.6,21.64,25.58
2022-03-19 13:00:00,56.19,12.64,32.88,5,3,19,11.95,13.28,12.14,11.07,26.16,17.6,21.64
2022-03-19 14:00:00,52.94,10.69,34.51,5,3,19,12.64,11.95,13.28,12.14,11.07,26.16,17.6
2022-03-19 15:00:00,65.85,9.14,30.68,5,3,19,10.69,12.64,11.95,13.28,12.14,11.07,26.16
2022-03-19 16:00:00,79.76,2.92,26.78,5,3,19,9.14,10.69,12.64,11.95,13.28,12.14,11.07
2022-03-19 17:00:00,75.52,9.23,27.78,5,3,19,2.92,9.14,10.69,12.64,11.95,13.28,12.14
2022-03-19 18:00:00,76.28,11.17,27.58,5,3,19,9.23,2.92,9.14,10.69,12.64,11.95,13.28
2022-03-19 19:00:00,77.06,9.58,27.97,5,3,19,11.17,9.23,2.92,9.14,10.69,12.64,11.95
2022-03-19 20:00:00,76.57,11.35,27.95,5,3,19,9.58,11.17,9.23,2.92,9.14,10.69,12.64
2022-03-19 21:00:00,74.8,5.15,28.27,5,3,19,11.35,9.58,11.17,9.23,2.92,9.14,10.69
2022-03-19 22:00:00,75.87,6.83,27.74,5,3,19,5.15,11.35,9.58,11.17,9.23,2.92,9.14
