timestamp,humidity,pm_2_5,temperature,dayofweek,month,day,pm_2_5_lag_1,pm_2_5_lag_2,pm_2_5_lag_3,pm_2_5_lag_4,pm_2_5_lag_5,pm_2_5_lag_6,pm_2_5_lag_7
2022-02-21 22:00:00,69.62691667,15.26666667,28.766,0,2,21,17.4,21.82758621,27.61290323,23.03448276,14.29032258,7.733333333,6.571428571
2022-02-21 23:00:00,69.90878333,15.43333333,28.643,0,2,21,15.26666667,17.4,21.82758621,27.61290323,23.03448276,14.29032258,7.733333333
2022-02-22 00:00:00,71.00264,15.06666667,28.32466667,1,2,22,15.43333333,15.26666667,17.4,21.82758621,27.61290323,23.03448276,14.29032258
2022-02-22 01:00:00,70.63144333,13.16666667,28.20266667,1,2,22,15.06666667,15.43333333,15.26666667,17.4,21.82758621,27.61290323,23.03448276
2022-02-22 02:00:00,70.65947667,10.56666667,27.91,1,2,22,13.16666667,15.06666667,15.43333333,15.26666667,17.4,21.82758621,27.61290323
2022-02-22 03:00:00,71.95975357,11.46428571,27.50285714,1,2,22,10.56666667,13.16666667,15.06666667,15.43333333,15.26666667,17.4,21.82758621
2022-02-22 04:00:00,72.21322,13.96666667,27.283,1,2,22,11.46428571,10.56666667,13.16666667,15.06666667,15.43333333,15.26666667,17.4
2022-02-22 05:00:00,71.59440333,12.2,27.22066667,1,2,22,13.96666667,11.46428571,10.56666667,13.16666667,15.06666667,15.43333333,15.26666667
2022-02-22 06:00:00,73.38145806,16.77419355,26.70903226,1,2,22,12.2,13.96666667,11.46428571,10.56666667,13.16666667,15.06666667,15.43333333
2022-02-22 07:00:00,75.23308966,24.13793103,26.21137931,1,2,22,16.77419355,12.2,13.96666667,11.46428571,10.56666667,13.16666667,15.06666667
2022-02-22 08:00:00,68.94256774,13.80645161,27.47193548,1,2,22,24.13793103,16.77419355,12.2,13.96666667,11.46428571,10.56666667,13.16666667
2022-02-22 09:00:00,59.43861034,11.55172414,30.05241379,1,2,22,13.80645161,24.13793103,16.77419355,12.2,13.96666667,11.46428571,10.56666667
2022-02-22 10:00:00,53.42073667,9.0,31.585,1,2,22,11.55172414,13.80645161,24.13793103,16.77419355,12.2,13.96666667,11.46428571
2022-02-22 11:00:00,50.37201,8.0,32.25233333,1,2,22,9.0,11.55172414,13.80645161,24.13793103,16.77419355,12.2,13.96666667
2022-02-22 12:00:00,47.05318333,9.7,33.35466667,1,2,22,8.0,9.0,11.55172414,13.80645161,24.13793103,16.77419355,12.2
2022-02-22 13:00:00,46.88965484,7.0,33.20516129,1,2,22,9.7,8.0,9.0,11.55172414,13.80645161,24.13793103,16.77419355
2022-02-22 14:00:00,46.54236207,8.620689655,33.57896552,1,2,22,7.0,9.7,8.0,9.0,11.55172414,13.80645161,24.13793103
2022-02-22 15:00:00,51.23658333,10.1,32.83766667,1,2,22,8.620689655,7.0,9.7,8.0,9.0,11.55172414,13.80645161
2022-02-22 16:00:00,55.37764839,8.935483871,32.05677419,1,2,22,10.1,8.620689655,7.0,9.7,8.0,9.0,11.55172414
2022-02-22 17:00:00,57.20935862,8.586206897,31.30241379,1,2,22,8.935483871,10.1,8.620689655,7.0,9.7,8.0,9.0
2022-02-22 18:00:00,63.43707333,7.666666667,30.07666667,1,2,22,8.586206897,8.935483871,10.1,8.620689655,7.0,9.7,8.0
2022-02-22 19:00:00,66.49371,10.6,29.096,1,2,22,7.666666667,8.586206897,8.935483871,10.1,8.620689655,7.0,9.7
2022-02-22 20:00:00,68.16796774,13.12903226,28.75354839,1,2,22,10.6,7.666666667,8.586206897,8.935483871,10.1,8.620689655,7.0
2022-02-22 21:00:00,67.54354138,10.72413793,28.56655172,1,2,22,13.12903226,10.6,7.666666667,8.586206897,8.935483871,10.1,8.620689655
2022-02-22 22:00:00,68.70501333,8.433333333,28.35066667,1,2,22,10.72413793,13.12903226,10.6,7.666666667,8.586206897,8.935483871,10.1
2022-02-22 23:00:00,69.23239,8.266666667,28.25466667,1,2,22,8.433333333,10.72413793,13.12903226,10.6,7.666666667,8.586206897,8.935483871
2022-02-23 00:00:00,68.57689,7.866666667,28.24733333,2,2,23,8.266666667,8.433333333,10.72413793,13.12903226,10.6,7.666666667,8.586206897
2022-02-23 01:00:00,69.33692,9.633333333,28.19,2,2,23,7.866666667,8.266666667,8.433333333,10.72413793,13.12903226,10.6,7.666666667
2022-02-23 02:00:00,70.00641333,9.033333333,27.70633333,2,2,23,9.633333333,7.866666667,8.266666667,8.433333333,10.72413793,13.12903226,10.6
2022-02-23 03:00:00,70.58590357,8.214285714,27.62678571,2,2,23,9.033333333,9.633333333,7.866666667,8.266666667,8.433333333,10.72413793,13.12903226
2022-02-23 04:00:00,72.03678667,8.2,27.43433333,2,2,23,8.214285714,9.033333333,9.633333333,7.866666667,8.266666667,8.433333333,10.72413793
2022-02-23 05:00:00,72.53645,5.5,27.25833333,2,2,23,8.2,8.214285714,9.033333333,9.633333333,7.866666667,8.266666667,8.433333333
2022-02-23 06:00:00,73.08896667,4.7,27.22633333,2,2,23,5.5,8.2,8.214285714,9.033333333,9.633333333,7.866666667,8.266666667
2022-02-23 07:00:00,76.81676563,5.375,26.7590625,2,2,23,4.7,5.5,8.2,8.214285714,9.033333333,9.633333333,7.866666667
2022-02-23 08:00:00,74.83232,5.733333333,27.408,2,2,23,5.375,4.7,5.5,8.2,8.214285714,9.033333333,9.633333333
2022-02-23 09:00:00,69.72040667,6.5,28.767,2,2,23,5.733333333,5.375,4.7,5.5,8.2,8.214285714,9.033333333
