,timestamp,timezone,humidity,pm_2_5,pm_2_5_sp,temperature
0,2022-03-09 15:00:00,Asia/Bangkok,64.33214045,10.20224719,10.20224719,30.97955056
1,2022-03-09 16:00:00,Asia/Bangkok,63.4988405,11.0661157,11.0661157,30.97669421
2,2022-03-09 17:00:00,Asia/Bangkok,67.60562521,13.01680672,13.01680672,30.20176471
3,2022-03-09 18:00:00,Asia/Bangkok,65.42855124,11.98347107,11.98347107,30.38446281
4,2022-03-09 19:00:00,Asia/Bangkok,69.62885289,13.96694215,13.96694215,29.46404959
5,2022-03-09 20:00:00,Asia/Bangkok,71.26153983,15.17647059,15.18487395,29.47991525
6,2022-03-09 21:00:00,Asia/Bangkok,72.29174083,15.15,15.15,29.51158333
7,2022-03-09 22:00:00,Asia/Bangkok,75.38490504,14.57024793,14.57024793,29.31092437
8,2022-03-09 23:00:00,Asia/Bangkok,77.56325385,14.20168067,14.20168067,29.01307692
9,2022-03-10 00:00:00,Asia/Bangkok,,13.94230769,13.94230769,
10,2022-03-10 01:00:00,Asia/Bangkok,,12.5483871,12.5483871,
11,2022-03-10 02:00:00,Asia/Bangkok,,13.79310345,13.79310345,
12,2022-03-10 03:00:00,Asia/Bangkok,,14.82828283,14.82828283,
13,2022-03-10 04:00:00,Asia/Bangkok,,13.30701754,13.30701754,
14,2022-03-10 05:00:00,Asia/Bangkok,,12.26666667,12.26666667,
15,2022-03-10 06:00:00,Asia/Bangkok,,12.61983471,12.61983471,
16,2022-03-10 07:00:00,Asia/Bangkok,,14.22689076,14.22689076,
17,2022-03-10 08:00:00,Asia/Bangkok,,14.26446281,14.26446281,
18,2022-03-10 09:00:00,Asia/Bangkok,,14.79831933,14.79831933,
19,2022-03-10 10:00:00,Asia/Bangkok,,11.07438017,11.07438017,
20,2022-03-10 11:00:00,Asia/Bangkok,,9.075630252,9.075630252,
21,2022-03-10 12:00:00,Asia/Bangkok,,11.17886179,11.17886179,
22,2022-03-10 13:00:00,Asia/Bangkok,,19.11764706,19.14285714,
23,2022-03-10 14:00:00,Asia/Bangkok,,23.17948718,23.34188034,
24,2022-03-10 15:00:00,Asia/Bangkok,,22.76666667,22.89166667,
25,2022-03-10 16:00:00,Asia/Bangkok,,26.14754098,26.55737705,
26,2022-03-10 17:00:00,Asia/Bangkok,,24.13953488,24.37209302,
27,2022-03-29 09:00:00,Asia/Bangkok,,32.22222222,34.91666667,
28,2022-03-29 10:00:00,Asia/Bangkok,,29.52941176,31.39495798,
29,2022-03-29 11:00:00,Asia/Bangkok,,15.4137931,15.42241379,
30,2022-03-29 12:00:00,Asia/Bangkok,,13.47058824,13.47058824,
31,2022-03-29 13:00:00,Asia/Bangkok,,10.8,10.8,
32,2022-03-30 09:00:00,Asia/Bangkok,,22.51851852,23.13580247,
33,2022-03-30 10:00:00,Asia/Bangkok,,8.43697479,8.43697479,
34,2022-03-30 11:00:00,Asia/Bangkok,,6.547826087,6.547826087,
35,2022-03-30 12:00:00,Asia/Bangkok,,7.166666667,7.166666667,
36,2022-04-12 14:00:00,Asia/Bangkok,,38.60714286,45.42857143,
37,2022-04-12 15:00:00,Asia/Bangkok,,36.38333333,41.39166667,
38,2022-04-12 16:00:00,Asia/Bangkok,,35.50420168,39.96638655,
39,2022-04-12 17:00:00,Asia/Bangkok,,32.3553719,34.89256198,
40,2022-04-12 18:00:00,Asia/Bangkok,,27.80672269,28.68907563,
41,2022-04-12 19:00:00,Asia/Bangkok,,31.38842975,33.47107438,
42,2022-04-12 20:00:00,Asia/Bangkok,,31.5257732,33.55670103,
43,2022-04-12 21:00:00,Asia/Bangkok,,34.41935484,39.35483871,
44,2022-04-12 22:00:00,Asia/Bangkok,,42.65517241,53.51724138,
45,2022-04-12 23:00:00,Asia/Bangkok,,43.13207547,54.90566038,
46,2022-04-13 00:00:00,Asia/Bangkok,,37.73553719,44.52892562,
47,2022-04-13 01:00:00,Asia/Bangkok,,33.99159664,37.49579832,
48,2022-04-13 02:00:00,Asia/Bangkok,,34.2231405,37.7768595,
49,2022-04-13 03:00:00,Asia/Bangkok,,35.38333333,39.73333333,
50,2022-04-13 04:00:00,Asia/Bangkok,,36.25,41.25,
51,2022-04-13 05:00:00,Asia/Bangkok,,37.20833333,42.975,
52,2022-04-13 06:00:00,Asia/Bangkok,,37.26666667,43.09166667,
53,2022-04-13 07:00:00,Asia/Bangkok,,39.01666667,46.3,
54,2022-04-13 08:00:00,Asia/Bangkok,,34.98969072,38.91752577,
55,2022-04-13 09:00:00,Asia/Bangkok,,35.16129032,39.90322581,
56,2022-04-13 10:00:00,Asia/Bangkok,,37.4137931,43.68965517,
57,2022-04-13 11:00:00,Asia/Bangkok,,38.40540541,45.21621622,
58,2022-04-13 14:00:00,Asia/Bangkok,,37,42.25,
59,2022-04-13 15:00:00,Asia/Bangkok,,37.31092437,43.26890756,
60,2022-04-13 16:00:00,Asia/Bangkok,,37.70247934,43.83471074,
61,2022-04-13 17:00:00,Asia/Bangkok,,37.66386555,43.68907563,
62,2022-04-13 18:00:00,Asia/Bangkok,,37.5785124,43.81818182,
63,2022-04-13 19:00:00,Asia/Bangkok,,37.25833333,42.975,
64,2022-04-13 20:00:00,Asia/Bangkok,,35.40833333,39.925,
65,2022-04-13 21:00:00,Asia/Bangkok,,34.8487395,38.8487395,
66,2022-04-13 22:00:00,Asia/Bangkok,,34.36065574,37.79508197,
67,2022-04-13 23:00:00,Asia/Bangkok,,33.32773109,36.32773109,
68,2022-04-14 00:00:00,Asia/Bangkok,,33.66942149,37.08264463,
69,2022-04-14 01:00:00,Asia/Bangkok,,32.19587629,34.49484536,
70,2022-04-14 02:00:00,Asia/Bangkok,,31.32258065,33.83870968,
71,2022-04-14 03:00:00,Asia/Bangkok,,26.27586207,26.82758621,
72,2022-04-14 04:00:00,Asia/Bangkok,,26.32258065,26.93548387,
73,2022-04-14 05:00:00,Asia/Bangkok,,26.36666667,26.93333333,
74,2022-04-14 06:00:00,Asia/Bangkok,,27.03448276,27.65517241,
75,2022-04-14 07:00:00,Asia/Bangkok,,24.35483871,24.61290323,
76,2022-04-14 08:00:00,Asia/Bangkok,,26.67741935,27.38709677,
77,2022-04-14 09:00:00,Asia/Bangkok,,28.89655172,30.03448276,
78,2022-04-14 10:00:00,Asia/Bangkok,,32.26415094,35.35849057,
79,2022-04-14 11:00:00,Asia/Bangkok,,35.98347107,40.80991736,
80,2022-04-14 12:00:00,Asia/Bangkok,,35.22413793,39.38793103,
81,2022-04-14 13:00:00,Asia/Bangkok,,36.49166667,41.7,
82,2022-04-14 14:00:00,Asia/Bangkok,,37.13675214,42.77777778,
83,2022-04-14 15:00:00,Asia/Bangkok,,38.60169492,45.3559322,
84,2022-04-14 16:00:00,Asia/Bangkok,,36.975,42.625,
85,2022-04-14 17:00:00,Asia/Bangkok,,19.575,20.18333333,
86,2022-04-14 18:00:00,Asia/Bangkok,,10.08333333,10.08333333,
87,2022-04-14 19:00:00,Asia/Bangkok,,22.375,22.75,
88,2022-04-14 20:00:00,Asia/Bangkok,,25.08333333,25.55,
89,2022-04-14 21:00:00,Asia/Bangkok,,23.98333333,24.3,
90,2022-04-14 22:00:00,Asia/Bangkok,,30.16666667,31.9,
91,2022-04-14 23:00:00,Asia/Bangkok,,27.84166667,28.71666667,
92,2022-04-15 00:00:00,Asia/Bangkok,,27.88333333,29.04166667,
93,2022-04-15 01:00:00,Asia/Bangkok,,30.29166667,31.94166667,
94,2022-04-15 02:00:00,Asia/Bangkok,,34.1,37.7,
95,2022-04-15 03:00:00,Asia/Bangkok,,37.325,43.15,
96,2022-04-15 04:00:00,Asia/Bangkok,,36.51666667,41.80833333,
97,2022-04-15 05:00:00,Asia/Bangkok,,33.08333333,36.23333333,
98,2022-04-15 06:00:00,Asia/Bangkok,,31.44166667,33.50833333,
99,2022-04-15 07:00:00,Asia/Bangkok,,29.39166667,30.89166667,
100,2022-04-15 08:00:00,Asia/Bangkok,,29.00833333,30.15,
101,2022-04-15 09:00:00,Asia/Bangkok,,29.90756303,31.51260504,
102,2022-04-15 10:00:00,Asia/Bangkok,,32.0661157,34.78512397,
103,2022-04-15 11:00:00,Asia/Bangkok,,36.06837607,40.83760684,
104,2022-04-15 12:00:00,Asia/Bangkok,,32.1,34.6,
105,2022-04-15 13:00:00,Asia/Bangkok,,30.03333333,31.78333333,
106,2022-04-15 14:00:00,Asia/Bangkok,,29.70833333,31.21666667,
107,2022-04-15 15:00:00,Asia/Bangkok,,33.02631579,35.78947368,
108,2022-04-15 16:00:00,Asia/Bangkok,,30.45833333,32.15,
109,2022-04-15 17:00:00,Asia/Bangkok,,19.25,19.36666667,
110,2022-04-15 18:00:00,Asia/Bangkok,,20.20833333,20.275,
111,2022-04-15 19:00:00,Asia/Bangkok,,23.52941176,23.78151261,
112,2022-04-15 20:00:00,Asia/Bangkok,,25.18181818,25.54545455,
113,2022-04-15 21:00:00,Asia/Bangkok,,25.03333333,25.56666667,
114,2022-04-15 22:00:00,Asia/Bangkok,,28.83870968,29.80645161,
